age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
41,Self-emp-inc,183204,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15254,0,50,United-States,>50K
58,Local-gov,37536,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,17,0,40,United-States,>50K
23,Private,223589,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,20,0,43,United-States,<=50K
21,Private,476689,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,46,United-States,<=50K
23,Private,223213,9th,6,Never-married,Other-service,Own-child,White,Male,15,0,43,United-States,<=50K
53,Private,157953,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,2,1906,9,United-States,<=50K
34,Federal-gov,120338,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,3330,0,44,United-States,<=50K
58,Self-emp-inc,96767,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3547,0,58,United-States,>50K
32,Private,170580,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,<=50K
58,Private,81197,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,0,40,United-States,<=50K
65,Self-emp-inc,34087,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,12,United-States,>50K
27,Private,165157,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,1,0,40,United-States,<=50K
29,Private,235524,Bachelors,13,Never-married,Sales,Own-child,White,Female,8,0,22,United-States,<=50K
51,State-gov,204158,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,13,United-States,<=50K
28,Private,274869,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2,0,46,United-States,<=50K
46,Private,282158,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,40,United-States,>50K
59,Self-emp-not-inc,156978,Bachelors,13,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,45,United-States,<=50K
45,Private,223591,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,20,1,57,United-States,>50K
63,Private,167538,7th-8th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,14,0,79,United-States,>50K
42,Private,102987,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,14,0,46,United-States,>50K
49,Local-gov,681733,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,United-States,<=50K
30,Self-emp-not-inc,247267,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,19,United-States,>50K
32,Private,183822,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,5,1,40,Mexico,<=50K
59,Private,290426,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,46,United-States,>50K
26,Private,244482,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,22,1,40,United-States,<=50K
51,Self-emp-inc,418188,5th-6th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,22,United-States,<=50K
43,Private,242162,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,15,0,40,United-States,<=50K
20,Private,109416,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,3,0,40,United-States,<=50K
33,Self-emp-not-inc,87107,10th,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,240359,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,7,0,40,United-States,<=50K
26,Private,135549,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,White,Male,16,1,43,United-States,<=50K
29,Private,135508,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,2,0,40,United-States,<=50K
22,Private,194099,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,45,United-States,<=50K
55,Federal-gov,228207,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7744,0,50,United-States,>50K
26,Federal-gov,246152,Bachelors,11,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
23,Private,237786,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,3,1,40,United-States,<=50K
48,State-gov,104175,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Black,Female,9,0,40,United-States,<=50K
59,Private,117116,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,35,United-States,<=50K
23,Private,54224,Some-college,10,Never-married,?,Own-child,Black,Female,10,0,11,United-States,<=50K
30,Self-emp-inc,64006,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,0,50,United-States,>50K
47,Self-emp-not-inc,230774,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7537,0,40,United-States,<=50K
45,Local-gov,255598,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
26,Private,155694,Some-college,10,Never-married,Sales,Own-child,White,Female,3,0,46,United-States,<=50K
39,Private,227851,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,11,0,40,Haiti,<=50K
29,Private,377328,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,8,0,47,United-States,<=50K
54,Federal-gov,256445,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7613,0,56,United-States,>50K
44,Private,189488,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,0,50,United-States,>50K
46,Private,259199,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,20,2229,40,United-States,<=50K
43,Private,168527,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,2,0,45,United-States,<=50K
61,Private,181278,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Female,13,0,9,United-States,<=50K
70,Private,101070,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,0,46,United-States,<=50K
35,Private,132580,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
38,Private,34967,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
40,Private,102330,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,12,0,50,United-States,>50K
52,Private,127331,Prof-school,15,Separated,Other-service,Unmarried,Black,Female,11,0,34,United-States,<=50K
46,Local-gov,153379,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,25,1,44,France,>50K
31,Private,113196,1st-4th,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15,1,36,United-States,>50K
48,Private,202381,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,?,216093,11th,7,Never-married,?,Own-child,White,Male,0,0,7,United-States,<=50K
36,Self-emp-not-inc,108839,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3507,1,58,United-States,>50K
45,State-gov,384217,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,6,0,50,Cuba,>50K
49,Private,238758,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,21,1,60,United-States,>50K
32,Private,131858,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,4,0,45,United-States,<=50K
30,Private,195197,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,4,0,40,United-States,<=50K
56,Self-emp-not-inc,213026,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,18,0,45,United-States,<=50K
41,Private,278979,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,34,United-States,<=50K
47,Private,260196,9th,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
34,State-gov,188747,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,19,0,40,United-States,>50K
39,State-gov,139966,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,0,40,United-States,>50K
43,Self-emp-inc,173093,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,29,0,50,United-States,>50K
19,Private,265359,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,22,United-States,<=50K
36,Private,388133,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,12,0,59,United-States,<=50K
36,State-gov,171997,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,8000,1884,50,United-States,>50K
21,Private,226357,Some-college,10,Never-married,Tech-support,Own-child,White,Female,10,0,9,United-States,<=50K
45,Self-emp-not-inc,120368,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,57,United-States,>50K
62,?,170117,HS-grad,9,Married-spouse-absent,?,Unmarried,White,Male,13,1,40,United-States,<=50K
39,Private,464290,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,6,0,55,United-States,<=50K
59,Private,259583,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,14,1,40,United-States,<=50K
44,?,195524,Bachelors,13,Never-married,?,Own-child,White,Male,9,0,40,United-States,<=50K
45,Federal-gov,269355,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7,0,45,United-States,>50K
48,Private,307650,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,44,United-States,<=50K
37,Private,56878,Some-college,10,Never-married,Prof-specialty,Not-in-family,Other,Male,21,0,50,United-States,>50K
41,Private,293070,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,20,0,46,United-States,<=50K
60,Private,295083,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,27,0,13,United-States,<=50K
29,Private,52651,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,2,0,40,United-States,<=50K
31,Private,118787,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,0,50,United-States,<=50K
28,Self-emp-not-inc,231370,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
37,State-gov,52645,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,Black,Female,5,0,40,United-States,>50K
25,Private,188150,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,57,United-States,<=50K
22,Private,147706,10th,6,Never-married,Other-service,Own-child,White,Female,21,1614,20,United-States,<=50K
35,State-gov,293962,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,30,0,45,United-States,>50K
48,Local-gov,189231,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,16,0,40,United-States,<=50K
52,Self-emp-inc,339677,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,14,0,40,United-States,>50K
21,Private,107189,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,1,25,United-States,<=50K
52,State-gov,159454,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Female,4393,0,50,United-States,>50K
43,State-gov,59109,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,14,1,40,United-States,<=50K
28,Private,197210,11th,13,Never-married,Prof-specialty,Own-child,White,Male,3044,0,46,United-States,<=50K
42,Private,213967,Some-college,10,Divorced,Handlers-cleaners,Unmarried,Black,Female,10,1,47,United-States,<=50K
18,Private,143489,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,4,0,22,United-States,<=50K
22,Private,203716,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
24,Private,328245,Some-college,10,Never-married,Handlers-cleaners,Husband,Black,Male,0,1893,40,United-States,<=50K
20,Private,206535,Some-college,10,Never-married,?,Own-child,White,Female,2,0,8,United-States,<=50K
31,Private,129303,10th,6,Separated,Prof-specialty,Unmarried,White,Female,6,0,40,Dominican-Republic,<=50K
42,Private,309544,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,7494,0,40,United-States,<=50K
42,Private,69209,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
42,Local-gov,452492,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,17,0,45,United-States,>50K
49,Self-emp-not-inc,147184,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,14,0,46,United-States,<=50K
56,Federal-gov,211671,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,5,0,40,United-States,<=50K
39,Private,243025,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-inc,222968,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,0,76,United-States,>50K
30,Private,205372,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7649,0,40,United-States,>50K
22,?,782365,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,10,United-States,<=50K
18,Private,158912,HS-grad,9,Never-married,Sales,Own-child,White,Female,1,0,20,United-States,<=50K
35,Federal-gov,280987,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,8,United-States,<=50K
22,Private,349315,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,8,0,40,China,<=50K
58,Private,59460,Masters,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
43,State-gov,237934,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,7491,0,57,United-States,>50K
62,Self-emp-not-inc,199351,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,57,United-States,<=50K
59,?,265610,10th,6,Married-civ-spouse,?,Husband,White,Male,15,1,40,United-States,<=50K
44,Private,96599,9th,5,Separated,Craft-repair,Unmarried,Other,Female,18,0,43,Mexico,<=50K
35,Private,30492,10th,11,Married-civ-spouse,Craft-repair,Husband,White,Male,21,0,45,United-States,>50K
37,Local-gov,290530,Assoc-acdm,6,Married-civ-spouse,Craft-repair,Husband,White,Male,14,0,55,Mexico,<=50K
23,Private,116542,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Local-gov,204910,11th,3,Divorced,Prof-specialty,Unmarried,White,Female,10,0,22,United-States,<=50K
44,Local-gov,61371,Some-college,10,Never-married,Protective-serv,Unmarried,Black,Female,2,0,40,United-States,<=50K
45,Federal-gov,245462,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,23,0,58,United-States,<=50K
24,Private,229289,Some-college,10,Never-married,Other-service,Own-child,White,Female,5,1,24,United-States,<=50K
39,Private,127824,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,0,59,United-States,>50K
35,Private,219870,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,45,United-States,>50K
48,Private,58275,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,6,0,45,United-States,>50K
43,Private,197642,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,5,0,22,United-States,<=50K
33,Private,242125,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,0,40,Italy,>50K
41,Private,464432,9th,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,44,Mexico,<=50K
20,?,217677,HS-grad,9,Married-civ-spouse,?,Own-child,White,Male,14,0,40,United-States,<=50K
29,Private,144138,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,1,1,80,United-States,<=50K
47,Local-gov,185397,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,17,0,40,United-States,>50K
41,Private,223033,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,10,0,30,United-States,<=50K
43,Private,160908,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,45,United-States,<=50K
33,Private,259420,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,16,0,45,United-States,<=50K
51,Private,114519,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,46,United-States,>50K
24,Private,205858,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Male,23,1913,45,United-States,>50K
40,Local-gov,231648,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,18,0,40,United-States,>50K
63,Private,201531,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,17,0,44,United-States,>50K
58,Private,134358,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,11,0,40,United-States,<=50K
38,Private,268165,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
42,State-gov,146613,Assoc-voc,11,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,7716,0,40,United-States,<=50K
22,Private,360422,11th,7,Never-married,Sales,Own-child,White,Female,13,0,8,United-States,<=50K
72,Self-emp-not-inc,227007,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,6,0,45,United-States,<=50K
20,Private,139321,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,10,0,21,United-States,<=50K
42,Private,245184,Masters,14,Divorced,Priv-house-serv,Unmarried,White,Female,3,0,22,United-States,<=50K
20,Private,122576,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,16,0,20,United-States,<=50K
61,Federal-gov,132916,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,2,0,40,United-States,<=50K
30,Private,344267,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,2,1,45,United-States,<=50K
40,Federal-gov,119058,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,21,0,44,United-States,>50K
34,Private,91591,Doctorate,15,Married-civ-spouse,Craft-repair,Husband,White,Male,19,0,40,United-States,>50K
29,Self-emp-inc,105401,Masters,14,Never-married,Sales,Other-relative,White,Female,0,0,40,Columbia,<=50K
56,Private,182067,10th,6,Widowed,Handlers-cleaners,Unmarried,Black,Male,13,1,11,United-States,<=50K
47,Self-emp-not-inc,242724,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,85,United-States,<=50K
55,Private,492036,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,7,0,56,United-States,>50K
55,Private,145977,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,18,0,40,Philippines,>50K
71,State-gov,324004,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,15,0,40,United-States,<=50K
47,Self-emp-inc,274103,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
67,Self-emp-not-inc,44778,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,46,United-States,<=50K
33,Private,221745,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States,<=50K
45,Private,227113,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,27,0,46,United-States,<=50K
45,Private,137319,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,8,United-States,<=50K
47,Private,585478,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
39,Self-emp-not-inc,263004,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,14,0,56,United-States,>50K
19,Private,246233,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,7,0,22,United-States,<=50K
50,Private,112930,9th,6,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,20,United-States,<=50K
32,?,48635,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,44541,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,1,0,58,United-States,>50K
57,Private,246981,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,1,40,United-States,<=50K
33,Private,228614,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,227429,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4499,0,40,United-States,<=50K
47,Private,232687,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,0,58,United-States,>50K
20,Private,273845,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,5,0,21,United-States,<=50K
25,Private,241276,9th,11,Never-married,Handlers-cleaners,Not-in-family,White,Female,10,0,59,United-States,<=50K
19,Private,206339,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,45,United-States,<=50K
42,Self-emp-inc,137670,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,14,0,45,United-States,<=50K
40,Private,272932,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,26,0,40,United-States,>50K
73,Private,124481,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
32,Private,186471,10th,6,Widowed,Prof-specialty,Not-in-family,White,Female,3350,0,40,United-States,<=50K
46,Private,194572,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,7,0,40,United-States,<=50K
22,Private,283263,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,44,United-States,<=50K
70,Self-emp-not-inc,52246,9th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
23,Federal-gov,47053,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,28,0,40,United-States,>50K
52,Private,148120,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,4,0,40,United-States,>50K
22,State-gov,120225,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,18,0,40,United-States,<=50K
33,Private,99541,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,17,0,70,United-States,<=50K
21,Private,269536,Some-college,10,Never-married,Sales,Unmarried,White,Female,9,1,9,United-States,<=50K
27,Private,179193,11th,14,Never-married,Prof-specialty,Own-child,Other,Male,7,0,57,Cuba,<=50K
41,State-gov,38951,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,29,0,55,United-States,>50K
17,Private,274370,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,9,0,40,United-States,<=50K
25,Private,267793,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,9,0,46,United-States,<=50K
49,Private,121481,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7720,0,45,United-States,>50K
48,Private,115248,10th,6,Never-married,Handlers-cleaners,Own-child,White,Female,13,0,40,United-States,<=50K
19,?,162062,Some-college,10,Never-married,?,Own-child,White,Female,12,0,6,United-States,<=50K
41,Private,172462,HS-grad,9,Divorced,Sales,Unmarried,White,Female,1,0,46,United-States,<=50K
62,Private,198818,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,3,0,45,United-States,<=50K
47,Private,282007,Some-college,10,Never-married,Other-service,Unmarried,White,Female,1,0,40,United-States,<=50K
70,?,149307,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,7,United-States,<=50K
42,Private,44968,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,16,0,45,United-States,>50K
49,Private,422370,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,4056,1,40,United-States,>50K
28,Self-emp-inc,186627,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,40,United-States,>50K
52,Private,165137,10th,9,Widowed,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
33,Private,229282,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2,0,35,United-States,<=50K
56,Local-gov,21322,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,80,United-States,<=50K
55,Private,136514,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,14,0,40,United-States,<=50K
37,Private,208300,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,2,0,50,United-States,<=50K
53,?,119572,Masters,14,Married-civ-spouse,?,Husband,White,Male,28,0,40,?,>50K
21,Private,242378,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
17,Private,161536,HS-grad,9,Never-married,Sales,Own-child,White,Female,4,0,15,United-States,<=50K
24,Private,83196,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,1,40,United-States,<=50K
57,Private,213283,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,10,1,45,United-States,<=50K
48,Private,315516,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,31,0,40,United-States,>50K
26,Private,234157,11th,7,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,1,0,40,United-States,<=50K
35,Local-gov,202040,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,8,United-States,>50K
34,Private,204317,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,7,0,46,United-States,<=50K
69,Private,262272,5th-6th,6,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
42,Private,222587,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,23,0,46,United-States,<=50K
37,Private,178669,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,19,0,13,United-States,<=50K
31,Private,388263,11th,7,Never-married,Craft-repair,Own-child,White,Male,5,0,40,United-States,<=50K
28,Private,155585,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,Yugoslavia,<=50K
40,Private,171523,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,15,0,56,United-States,>50K
33,Private,270339,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4,0,40,United-States,<=50K
22,Private,184358,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,10,0,58,United-States,<=50K
17,Self-emp-not-inc,199338,11th,7,Never-married,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,212037,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,95,United-States,<=50K
29,Private,113432,Assoc-voc,11,Never-married,Other-service,Own-child,Black,Female,0,1,44,United-States,<=50K
47,State-gov,296442,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,25,0,40,United-States,<=50K
44,Local-gov,137706,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,17,0,44,United-States,>50K
24,Self-emp-not-inc,185642,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,5,0,45,United-States,<=50K
37,Local-gov,229805,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,0,40,United-States,<=50K
24,Self-emp-not-inc,216226,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
29,Self-emp-not-inc,84058,HS-grad,9,Married-civ-spouse,Farming-fishing,Own-child,White,Male,14,0,77,United-States,<=50K
42,Private,264545,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
40,Self-emp-not-inc,160727,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,>50K
17,?,107221,HS-grad,9,Never-married,?,Own-child,White,Female,7,1,19,United-States,<=50K
25,Private,212504,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,46,United-States,<=50K
41,Private,200705,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,17,0,40,United-States,<=50K
27,Private,274617,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,15,1922,46,United-States,>50K
33,Private,162285,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,20,0,50,United-States,>50K
30,Self-emp-inc,212817,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,0,1,58,United-States,>50K
64,Private,125018,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1,40,United-States,<=50K
30,Private,110403,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,7,0,55,United-States,>50K
